date,race,weather,horses,condition,fam,gate,number,name,sex,age,weight,odds,popular,weight_diff,training_center,result
2008/02/02,東京新聞杯(G3),曇,16,良,False,4,7,ローレルゲレイロ,牡,4,57.0,10.2,6.0,6.0,西,1
2008/02/02,東京新聞杯(G3),曇,16,良,False,5,9,リキッドノーツ,牡,7,56.0,77.7,13.0,4.0,東,2
2008/02/02,東京新聞杯(G3),曇,16,良,False,1,1,タマモサポート,牡,5,56.0,77.0,12.0,-4.0,西,3
2008/02/02,東京新聞杯(G3),曇,16,良,False,3,5,カンパニー,牡,7,58.0,4.1,1.0,-6.0,西,4
2008/02/02,東京新聞杯(G3),曇,16,良,False,6,12,ハイアーゲーム,牡,7,56.0,9.1,5.0,4.0,東,5
2008/02/02,東京新聞杯(G3),曇,16,良,False,5,10,ジョリーダンス,牝,7,55.0,7.7,4.0,8.0,東,6
2008/02/02,東京新聞杯(G3),曇,16,良,False,4,8,エイシンデピュティ,牡,6,58.0,4.7,2.0,0.0,西,7
2008/02/02,東京新聞杯(G3),曇,16,良,False,8,16,サイレントプライド,牡,5,56.0,5.6,3.0,2.0,東,8
2008/02/02,東京新聞杯(G3),曇,16,良,False,7,13,カネトシツヨシオー,牡,5,56.0,14.5,7.0,0.0,西,9
2008/02/02,東京新聞杯(G3),曇,16,良,False,1,2,コイウタ,牝,5,54.0,22.1,9.0,0.0,東,10
2008/02/02,東京新聞杯(G3),曇,16,良,False,6,11,リザーブカード,牡,5,56.0,26.8,10.0,-2.0,東,11
2008/02/02,東京新聞杯(G3),曇,16,良,False,2,4,マイケルバローズ,牡,7,56.0,18.3,8.0,-2.0,西,12
2008/02/02,東京新聞杯(G3),曇,16,良,False,8,15,フジサイレンス,牡,8,56.0,93.5,14.0,0.0,東,13
2008/02/02,東京新聞杯(G3),曇,16,良,False,2,3,ピンクカメオ,牝,4,55.0,30.4,11.0,5.0,東,14
2008/02/02,東京新聞杯(G3),曇,16,良,False,3,6,タニノマティーニ,牡,8,56.0,185.1,16.0,-2.0,西,15
2008/02/02,東京新聞杯(G3),曇,16,良,False,7,14,アポロノサトリ,牡,5,56.0,123.5,15.0,14.0,東,16
1998/06/14,安田記念(G1),雨,17,不,False,1,2,タイキシャトル,牡,5,58.0,1.3,1.0,0.0,東,1
1998/06/14,安田記念(G1),雨,17,不,False,6,11,オリエンタルエクスプレス,セ,6,58.0,27.0,8.0,0.0,外,2
1998/06/14,安田記念(G1),雨,17,不,False,4,8,ヒロデクロス,牡,7,58.0,142.1,17.0,2.0,東,3
1998/06/14,安田記念(G1),雨,17,不,False,2,4,ロイヤルスズカ,牡,6,58.0,73.8,12.0,-6.0,西,4
1998/06/14,安田記念(G1),雨,17,不,False,1,1,アライドフォーシズ,牡,6,58.0,11.7,3.0,4.0,外,5
1998/06/14,安田記念(G1),雨,17,不,False,3,6,イシノサンデー,牡,6,58.0,40.6,9.0,-8.0,西,6
1998/06/14,安田記念(G1),雨,17,不,False,2,3,エイシンバーリン,牝,7,56.0,50.6,10.0,-8.0,西,7
1998/06/14,安田記念(G1),雨,17,不,False,5,10,チアズサイレンス,牡,6,58.0,118.5,15.0,2.0,西,8
1998/06/14,安田記念(G1),雨,17,不,False,8,17,スギノハヤカゼ,牡,6,58.0,135.0,16.0,-8.0,西,9
1998/06/14,安田記念(G1),雨,17,不,False,7,14,シーキングザパール,牝,5,56.0,14.8,4.0,-2.0,西,10
1998/06/14,安田記念(G1),雨,17,不,False,7,13,ブラックホーク,牡,5,58.0,11.5,2.0,0.0,東,11
1998/06/14,安田記念(G1),雨,17,不,False,6,12,スピードワールド,牡,5,58.0,20.3,5.0,-12.0,東,12
1998/06/14,安田記念(G1),雨,17,不,False,8,15,ビコーペガサス,牡,8,58.0,116.4,14.0,-8.0,西,13
1998/06/14,安田記念(G1),雨,17,不,False,5,9,オースミタイクーン,牡,8,58.0,25.0,7.0,8.0,西,14
1998/06/14,安田記念(G1),雨,17,不,False,3,5,トーヨーレインボー,牡,5,58.0,53.9,11.0,-6.0,西,15
1998/06/14,安田記念(G1),雨,17,不,False,4,7,エイシンガイモン,牡,6,58.0,104.3,13.0,0.0,西,16
1998/06/14,安田記念(G1),雨,17,不,False,8,16,ビッグサンデー,牡,5,58.0,22.4,6.0,-6.0,西,17
1990/10/27,多摩川S(OP),晴,12,良,False,1,1,クラシックブリッジ,牡,5,52.0,5.8,2.0,4.0,東,1
1990/10/27,多摩川S(OP),晴,12,良,False,4,4,キリサンシー,牡,6,51.0,25.7,12.0,4.0,東,2
1990/10/27,多摩川S(OP),晴,12,良,False,7,10,シンボリマルタン,牡,6,54.0,17.0,9.0,2.0,東,3
1990/10/27,多摩川S(OP),晴,12,良,False,6,8,オラクルアスカ,牡,6,56.5,6.9,5.0,-4.0,東,4
1990/10/27,多摩川S(OP),晴,12,良,False,7,9,スズポーラ,牡,5,53.0,3.3,1.0,8.0,東,5
1990/10/27,多摩川S(OP),晴,12,良,False,8,12,アキヒロホマレ,牡,6,50.0,24.5,10.0,-2.0,西,6
1990/10/27,多摩川S(OP),晴,12,良,False,3,3,キングイール,牡,6,52.0,9.9,6.0,-2.0,東,7
1990/10/27,多摩川S(OP),晴,12,良,False,2,2,インターシオカゼ,牡,7,54.0,24.8,11.0,-4.0,東,8
1990/10/27,多摩川S(OP),晴,12,良,False,6,7,サクラサエズリ,牝,4,51.0,6.6,4.0,-4.0,東,9
1990/10/27,多摩川S(OP),晴,12,良,False,5,5,カネショウホーライ,牡,7,55.0,16.8,8.0,8.0,東,10
1990/10/27,多摩川S(OP),晴,12,良,False,8,11,ランフォーエバー,牡,5,52.0,12.9,7.0,12.0,東,11
1990/10/27,多摩川S(OP),晴,12,良,False,5,6,イズミサンシャイン,牡,6,54.0,6.4,3.0,0.0,東,12
2017/05/07,NHKマイルC(G1),曇,18,良,False,8,16,アエロリット,牝,3,55.0,5.8,2.0,-2.0,東,1
2017/05/07,NHKマイルC(G1),曇,18,良,False,7,14,リエノテソーロ,牝,3,55.0,37.5,13.0,-4.0,東,2
2017/05/07,NHKマイルC(G1),曇,18,良,False,3,6,ボンセルヴィーソ,牡,3,57.0,14.4,6.0,-2.0,西,3
2017/05/07,NHKマイルC(G1),曇,18,良,False,7,15,レッドアンシェル,牡,3,57.0,14.5,7.0,-14.0,西,4
2017/05/07,NHKマイルC(G1),曇,18,良,False,6,11,オールザゴー,牡,3,57.0,57.1,16.0,6.0,西,5
2017/05/07,NHKマイルC(G1),曇,18,良,False,4,8,タイムトリップ,牡,3,57.0,19.7,10.0,-2.0,東,6
2017/05/07,NHKマイルC(G1),曇,18,良,False,6,12,ミスエルテ,牝,3,55.0,12.2,5.0,-4.0,西,7
2017/05/07,NHKマイルC(G1),曇,18,良,False,7,13,トラスト,牡,3,57.0,77.4,17.0,0.0,西,8
2017/05/07,NHKマイルC(G1),曇,18,良,False,1,1,モンドキャンノ,牡,3,57.0,6.3,3.0,-2.0,西,9
2017/05/07,NHKマイルC(G1),曇,18,良,False,5,10,ディバインコード,牡,3,57.0,22.6,11.0,-2.0,東,10
2017/05/07,NHKマイルC(G1),曇,18,良,False,3,5,プラチナヴォイス,牡,3,57.0,15.2,8.0,4.0,西,11
2017/05/07,NHKマイルC(G1),曇,18,良,False,4,7,ジョーストリクトリ,牡,3,57.0,17.1,9.0,-2.0,西,12
2017/05/07,NHKマイルC(G1),曇,18,良,False,2,3,アウトライアーズ,牡,3,57.0,7.7,4.0,0.0,東,13
2017/05/07,NHKマイルC(G1),曇,18,良,False,1,2,キョウヘイ,牡,3,57.0,38.2,14.0,-4.0,西,14
2017/05/07,NHKマイルC(G1),曇,18,良,False,5,9,タイセイスターリー,牡,3,57.0,38.5,15.0,-2.0,西,15
2017/05/07,NHKマイルC(G1),曇,18,良,False,8,17,ナイトバナレット,牡,3,57.0,100.9,18.0,0.0,西,16
2017/05/07,NHKマイルC(G1),曇,18,良,False,2,4,カラクレナイ,牝,3,55.0,5.0,1.0,4.0,西,17
2017/05/07,NHKマイルC(G1),曇,18,良,False,8,18,ガンサリュート,牡,3,57.0,29.2,12.0,4.0,西,18
2009/10/24,いちょうS(OP),曇,15,良,False,7,12,トーセンファントム,牡,2,55.0,5.0,3.0,-10.0,西,1
2009/10/24,いちょうS(OP),曇,15,良,False,8,15,アーバンウィナー,牡,2,55.0,2.9,1.0,-8.0,東,2
2009/10/24,いちょうS(OP),曇,15,良,False,5,9,セイウンジャガーズ,牡,2,55.0,16.5,6.0,0.0,東,3
2009/10/24,いちょうS(OP),曇,15,良,False,7,13,キングレオポルド,牡,2,55.0,10.5,5.0,2.0,東,4
2009/10/24,いちょうS(OP),曇,15,良,False,3,5,セイコーライコウ,牡,2,55.0,23.9,9.0,18.0,東,5
2009/10/24,いちょうS(OP),曇,15,良,False,6,11,ギュンター,牡,2,55.0,20.3,8.0,-2.0,東,6
2009/10/24,いちょうS(OP),曇,15,良,False,8,14,バシレウス,牡,2,55.0,18.9,7.0,10.0,東,7
2009/10/24,いちょうS(OP),曇,15,良,False,4,7,エアソードー,牡,2,55.0,26.8,10.0,4.0,東,8
2009/10/24,いちょうS(OP),曇,15,良,False,2,2,マチカネソナエアリ,牡,2,55.0,52.2,11.0,2.0,東,9
2009/10/24,いちょうS(OP),曇,15,良,False,6,10,トーセンパーシモン,牡,2,55.0,10.1,4.0,2.0,東,10
2009/10/24,いちょうS(OP),曇,15,良,False,2,3,カワキタコマンド,牡,2,55.0,148.5,15.0,6.0,東,11
2009/10/24,いちょうS(OP),曇,15,良,False,3,4,ツルマルジュピター,牡,2,55.0,4.7,2.0,18.0,西,12
2009/10/24,いちょうS(OP),曇,15,良,False,5,8,トレモロ,牡,2,55.0,61.7,12.0,0.0,東,13
2009/10/24,いちょうS(OP),曇,15,良,False,4,6,トーセンモーション,牡,2,55.0,64.5,13.0,4.0,東,14
2009/10/24,いちょうS(OP),曇,15,良,False,1,1,ロトディパーチャー,牡,2,55.0,131.7,14.0,-4.0,東,15
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,5,6,ヒシアマゾン,牝,4,55.0,1.4,1.0,4.0,東,1
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,4,5,エイシンバーモント,牝,4,53.0,8.4,3.0,0.0,西,2
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,5,7,タックスヘイブン,牝,4,53.0,7.5,2.0,0.0,西,3
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,3,3,プリオルガール,牝,4,53.0,69.9,10.0,4.0,東,4
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,4,4,オンワードノーブル,牝,4,53.0,11.7,4.0,-2.0,東,5
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,7,10,ミストラルアゲン,牝,4,53.0,24.9,7.0,-8.0,東,6
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,1,1,パルセイト,牝,4,53.0,43.1,9.0,0.0,東,7
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,8,13,メープルハート,牝,4,53.0,14.1,5.0,4.0,東,8
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,8,12,ピアティアラ,牝,4,53.0,82.8,11.0,-2.0,東,9
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,7,11,アイアムフェアリー,牝,4,53.0,259.6,13.0,-6.0,西,10
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,6,9,フジノストーリー,牝,4,53.0,158.1,12.0,0.0,東,11
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,2,2,アイランドブルース,牝,4,53.0,40.7,8.0,-2.0,東,12
1994/01/30,デイリー杯クイーンC(G3),晴,13,良,True,6,8,ライネストウショウ,牝,4,53.0,23.9,6.0,0.0,東,13
2005/11/27,キャピタルS(OP),晴,17,良,False,6,12,オレハマッテルゼ,牡,5,56.0,4.9,2.0,18.0,西,1
2005/11/27,キャピタルS(OP),晴,17,良,False,4,8,フォーカルポイント,牡,4,56.0,4.5,1.0,8.0,東,2
2005/11/27,キャピタルS(OP),晴,17,良,False,3,6,アサクサキニナル,牡,6,56.0,9.3,5.0,8.0,東,3
2005/11/27,キャピタルS(OP),晴,17,良,False,8,15,ペールギュント,牡,3,56.0,15.6,8.0,-4.0,西,4
2005/11/27,キャピタルS(OP),晴,17,良,False,5,10,マイネルモルゲン,牡,5,57.0,10.4,6.0,2.0,東,5
2005/11/27,キャピタルS(OP),晴,17,良,False,5,9,シャイニンルビー,牝,6,54.0,12.9,7.0,6.0,東,6
2005/11/27,キャピタルS(OP),晴,17,良,False,8,17,グランリーオ,牡,5,56.0,6.2,4.0,2.0,東,7
2005/11/27,キャピタルS(OP),晴,17,良,False,1,2,オーゴンサンデー,牝,6,54.0,79.2,11.0,-8.0,東,8
2005/11/27,キャピタルS(OP),晴,17,良,False,1,1,フジサイレンス,牡,5,56.0,20.8,10.0,2.0,東,9
2005/11/27,キャピタルS(OP),晴,17,良,False,2,3,インセンティブガイ,牡,4,56.0,5.2,3.0,0.0,西,10
2005/11/27,キャピタルS(OP),晴,17,良,False,7,14,ナイトフライヤー,牡,6,56.0,231.8,14.0,0.0,西,11
2005/11/27,キャピタルS(OP),晴,17,良,False,8,16,ロードフラッグ,セ,8,56.0,267.7,16.0,-4.0,東,12
2005/11/27,キャピタルS(OP),晴,17,良,False,3,5,グラスワールド,牡,9,56.0,383.9,17.0,2.0,東,13
2005/11/27,キャピタルS(OP),晴,17,良,False,7,13,マイネルソロモン,牡,5,56.0,18.7,9.0,6.0,東,14
2005/11/27,キャピタルS(OP),晴,17,良,False,6,11,エルカミーノ,牡,7,56.0,229.1,13.0,6.0,東,15
2005/11/27,キャピタルS(OP),晴,17,良,False,2,4,ダイワバウンドリー,牡,8,56.0,262.6,15.0,2.0,東,16
2005/11/27,キャピタルS(OP),晴,17,良,False,4,7,パープルエビス,牡,8,56.0,216.2,12.0,16.0,西,17
1990/05/19,カーネーションC(OP),雨,9,稍,True,2,2,ブランドピート,牝,4,54.0,3.3,2.0,6.0,東,1
1990/05/19,カーネーションC(OP),雨,9,稍,True,6,6,サファリキャップ,牝,4,54.0,12.7,7.0,-4.0,東,2
1990/05/19,カーネーションC(OP),雨,9,稍,True,8,8,ヤマタケサリー,牝,4,54.0,3.2,1.0,-4.0,東,3
1990/05/19,カーネーションC(OP),雨,9,稍,True,7,7,クリスタルホクト,牝,4,54.0,7.5,4.0,8.0,東,4
1990/05/19,カーネーションC(OP),雨,9,稍,True,5,5,ホクトフローラ,牝,4,54.0,8.0,6.0,2.0,東,5
1990/05/19,カーネーションC(OP),雨,9,稍,True,3,3,フジノパーソナ,牝,4,54.0,15.4,8.0,8.0,東,6
1990/05/19,カーネーションC(OP),雨,9,稍,True,4,4,チェリーロマンス,牝,4,54.0,43.8,9.0,0.0,東,7
1990/05/19,カーネーションC(OP),雨,9,稍,True,1,1,トウコウレガート,牝,4,54.0,6.2,3.0,8.0,東,8
1990/05/19,カーネーションC(OP),雨,9,稍,True,8,9,パトラッシュ,牝,4,54.0,7.6,5.0,2.0,東,9
2008/11/29,キャピタルS(OP),晴,18,良,False,2,4,タマモサポート,牡,5,56.0,19.8,8.0,-6.0,西,1
2008/11/29,キャピタルS(OP),晴,18,良,False,2,3,ゲイルスパーキー,牡,4,56.0,6.1,2.0,0.0,東,2
2008/11/29,キャピタルS(OP),晴,18,良,False,1,2,マイネルハーティー,牡,6,57.0,92.0,15.0,0.0,西,3
2008/11/29,キャピタルS(OP),晴,18,良,False,3,6,レッツゴーキリシマ,牡,3,55.0,2.8,1.0,4.0,西,4
2008/11/29,キャピタルS(OP),晴,18,良,False,6,11,ナスノストローク,牡,7,56.0,9.7,5.0,-2.0,西,5
2008/11/29,キャピタルS(OP),晴,18,良,False,7,15,ドリームシグナル,牡,3,56.0,31.7,11.0,0.0,西,6
2008/11/29,キャピタルS(OP),晴,18,良,False,5,10,マイネルポライト,牡,5,56.0,11.8,7.0,2.0,西,7
2008/11/29,キャピタルS(OP),晴,18,良,False,6,12,メイショウトッパー,牡,5,56.0,128.5,17.0,-2.0,西,8
2008/11/29,キャピタルS(OP),晴,18,良,False,3,5,フサイチアウステル,牡,6,56.0,8.3,3.0,-20.0,西,9
2008/11/29,キャピタルS(OP),晴,18,良,False,5,9,ジーンハンター,牡,6,56.0,73.2,13.0,0.0,西,10
2008/11/29,キャピタルS(OP),晴,18,良,False,1,1,バトルハートオー,牡,7,56.0,267.1,18.0,2.0,西,11
2008/11/29,キャピタルS(OP),晴,18,良,False,4,7,アップドラフト,セ,6,56.0,81.8,14.0,-4.0,西,12
2008/11/29,キャピタルS(OP),晴,18,良,False,8,17,トウショウヴォイス,牡,6,56.0,26.7,9.0,0.0,東,13
2008/11/29,キャピタルS(OP),晴,18,良,False,7,14,ミリオンウェーブ,牡,3,55.0,61.5,12.0,4.0,西,14
2008/11/29,キャピタルS(OP),晴,18,良,False,7,13,アロマキャンドル,牝,3,53.0,10.4,6.0,2.0,東,15
2008/11/29,キャピタルS(OP),晴,18,良,False,4,8,ダンスインザモア,牡,6,57.0,29.5,10.0,12.0,東,16
2008/11/29,キャピタルS(OP),晴,18,良,False,8,16,リキッドノーツ,牡,7,56.0,9.4,4.0,10.0,東,17
2008/11/29,キャピタルS(OP),晴,18,良,False,8,18,エムオーウイナー,牡,7,56.0,113.8,16.0,8.0,東,18
1995/06/04,NZT4歳S(G2),曇,12,重,False,4,4,シェイクハンド,牝,4,54.0,45.4,7.0,-4.0,西,1
1995/06/04,NZT4歳S(G2),曇,12,重,False,7,10,プレストシンボリ,牡,4,56.0,6.6,3.0,-2.0,東,2
1995/06/04,NZT4歳S(G2),曇,12,重,False,8,11,アドマイヤゲイル,牡,4,56.0,38.2,5.0,0.0,西,3
1995/06/04,NZT4歳S(G2),曇,12,重,False,6,8,ゴーゴーナカヤマ,牡,4,56.0,7.4,4.0,-4.0,東,4
1995/06/04,NZT4歳S(G2),曇,12,重,False,7,9,コクトジュリアン,牡,4,56.0,2.5,2.0,2.0,東,5
1995/06/04,NZT4歳S(G2),曇,12,重,False,2,2,ヤマニンパラダイス,牝,4,54.0,2.2,1.0,2.0,西,6
1995/06/04,NZT4歳S(G2),曇,12,重,False,5,6,ゲイリーゴールド,牡,4,56.0,41.9,6.0,4.0,東,7
1995/06/04,NZT4歳S(G2),曇,12,重,False,6,7,ヴァンダーファルケ,牡,4,56.0,64.2,9.0,4.0,東,8
1995/06/04,NZT4歳S(G2),曇,12,重,False,5,5,スターレセプション,セ,4,56.0,130.4,10.0,0.0,西,9
1995/06/04,NZT4歳S(G2),曇,12,重,False,8,12,ヒシチーム,牡,4,56.0,504.2,12.0,4.0,西,10
1995/06/04,NZT4歳S(G2),曇,12,重,False,3,3,プログラム,牡,4,56.0,57.9,8.0,6.0,西,11
1995/06/04,NZT4歳S(G2),曇,12,重,False,1,1,ダイワルベール,牡,4,56.0,262.1,11.0,-4.0,東,12
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,3,6,ウオッカ,牝,5,55.0,1.7,1.0,0.0,西,1
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,1,2,ブラボーデイジー,牝,4,55.0,46.8,11.0,6.0,西,2
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,1,1,ショウナンラノビア,牝,6,55.0,25.3,7.0,-2.0,西,3
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,3,5,ザレマ,牝,5,55.0,18.1,4.0,-2.0,西,4
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,6,12,ジョリーダンス,牝,8,55.0,24.2,6.0,0.0,東,5
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,7,13,リトルアマポーラ,牝,4,55.0,7.5,3.0,-2.0,西,6
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,8,18,ヤマニンエマイユ,牝,6,55.0,70.2,14.0,2.0,西,7
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,7,14,カワカミプリンセス,牝,6,55.0,7.1,2.0,2.0,西,8
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,4,7,レッドアゲート,牝,4,55.0,82.9,17.0,6.0,東,9
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,2,4,ブーケフレグランス,牝,4,55.0,39.0,10.0,0.0,西,10
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,5,10,ムードインディゴ,牝,4,55.0,36.4,8.0,-18.0,西,11
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,4,8,チェレブリタ,牝,4,55.0,38.3,9.0,4.0,西,12
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,7,15,サワヤカラスカル,牝,4,55.0,82.6,16.0,8.0,西,13
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,8,16,アルコセニョーラ,牝,5,55.0,72.3,15.0,0.0,東,14
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,6,11,ヤマニンメルベイユ,牝,7,55.0,65.1,13.0,4.0,東,15
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,8,17,レジネッタ,牝,4,55.0,20.0,5.0,0.0,西,16
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,2,3,マイネレーツェル,牝,4,55.0,49.8,12.0,-4.0,西,17
2009/05/17,ヴィクトリアマイル(G1),曇,18,良,True,5,9,セラフィックロンプ,牝,5,55.0,132.0,18.0,2.0,東,18
1992/05/17,安田記念(G1),晴,18,良,False,8,18,ヤマニンゼファー,牡,5,57.0,35.2,11.0,2.0,東,1
1992/05/17,安田記念(G1),晴,18,良,False,4,8,カミノクレッセ,牡,6,57.0,8.8,5.0,6.0,西,2
1992/05/17,安田記念(G1),晴,18,良,False,1,2,ムービースター,牡,7,57.0,32.7,10.0,0.0,西,3
1992/05/17,安田記念(G1),晴,18,良,False,7,14,マルマツエース,牡,5,57.0,35.9,12.0,4.0,東,4
1992/05/17,安田記念(G1),晴,18,良,False,8,17,ダイナマイトダディ,牡,5,57.0,4.9,2.0,0.0,東,5
1992/05/17,安田記念(G1),晴,18,良,False,3,5,ダイタクヘリオス,牡,6,57.0,2.9,1.0,-2.0,西,6
1992/05/17,安田記念(G1),晴,18,良,False,2,3,ノーモアスピーディ,牡,6,57.0,143.8,16.0,-2.0,東,7
1992/05/17,安田記念(G1),晴,18,良,False,6,11,ダイユウサク,牡,8,57.0,21.8,8.0,-6.0,西,8
1992/05/17,安田記念(G1),晴,18,良,False,2,4,ホワイトストーン,牡,6,57.0,13.9,6.0,0.0,東,9
1992/05/17,安田記念(G1),晴,18,良,False,5,10,マイネルヨース,牡,5,57.0,117.9,15.0,-6.0,東,10
1992/05/17,安田記念(G1),晴,18,良,False,7,13,イブキマイカグラ,牡,5,57.0,6.9,3.0,4.0,西,11
1992/05/17,安田記念(G1),晴,18,良,False,7,15,ナルシスノワール,牡,7,57.0,29.8,9.0,14.0,西,12
1992/05/17,安田記念(G1),晴,18,良,False,4,7,ホリノウイナー,牡,6,57.0,78.4,13.0,-12.0,西,13
1992/05/17,安田記念(G1),晴,18,良,False,1,1,バンブーパッション,牡,5,57.0,20.9,7.0,-2.0,西,14
1992/05/17,安田記念(G1),晴,18,良,False,8,16,ダイイチルビー,牝,6,55.0,7.5,4.0,0.0,西,15
1992/05/17,安田記念(G1),晴,18,良,False,3,6,イズミサンシャイン,牡,8,57.0,172.5,17.0,-4.0,東,16
1992/05/17,安田記念(G1),晴,18,良,False,6,12,アズマイースト,牡,6,57.0,175.7,18.0,14.0,東,17
1992/05/17,安田記念(G1),晴,18,良,False,5,9,トモエリージェント,牡,5,57.0,91.8,14.0,-12.0,東,18
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,2,4,ノームコア,牝,4,55.0,9.4,5.0,4.0,東,1
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,5,9,プリモシーン,牝,4,55.0,6.4,4.0,0.0,東,2
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,2,3,クロコスミア,牝,6,55.0,30.8,11.0,-8.0,西,3
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,3,6,ラッキーライラック,牝,4,55.0,4.3,1.0,-4.0,西,4
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,6,11,アエロリット,牝,5,55.0,5.8,2.0,0.0,東,5
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,5,10,ミエノサクシード,牝,6,55.0,108.1,17.0,-2.0,西,6
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,8,17,サウンドキアラ,牝,4,55.0,94.7,15.0,0.0,西,7
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,4,7,ミッキーチャーム,牝,4,55.0,9.7,6.0,0.0,西,8
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,8,16,ソウルスターリング,牝,5,55.0,21.6,8.0,4.0,東,9
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,7,14,レッツゴードンキ,牝,7,55.0,41.0,13.0,-2.0,西,10
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,1,2,レッドオルガ,牝,5,55.0,6.1,3.0,0.0,西,11
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,4,8,デンコウアンジュ,牝,6,55.0,30.7,10.0,-4.0,西,12
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,7,13,サトノワルキューレ,牝,4,55.0,75.5,14.0,-10.0,西,13
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,1,1,アマルフィコースト,牝,4,55.0,37.4,12.0,-6.0,西,14
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,8,18,フロンテアクイーン,牝,6,55.0,24.5,9.0,0.0,東,15
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,6,12,ワントゥワン,牝,6,55.0,107.5,16.0,-2.0,西,16
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,3,5,メイショウオワラ,牝,5,55.0,256.8,18.0,0.0,西,17
2019/05/12,ヴィクトリアマイル(G1),晴,18,良,True,7,15,カンタービレ,牝,4,55.0,13.4,7.0,-2.0,西,18
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,1,2,シャイニンルビー,牝,3,53.0,5.1,2.0,-2.0,東,1
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,1,1,オースミバーディー,牝,3,53.0,34.4,10.0,-8.0,東,2
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,3,6,ウィルビーゼア,牝,3,53.0,7.8,4.0,-4.0,西,3
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,8,16,レディーシップ,牝,3,53.0,42.1,11.0,-2.0,東,4
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,7,13,サクラヴィクトリア,牝,3,53.0,8.3,6.0,-12.0,東,5
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,4,7,トーセンエール,牝,3,53.0,100.4,14.0,-8.0,西,6
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,5,10,マイネヴィータ,牝,3,53.0,2.9,1.0,0.0,東,7
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,5,9,ストロベリードール,牝,3,53.0,60.4,12.0,4.0,東,8
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,7,14,ブライアンズイブ,牝,3,53.0,24.8,7.0,0.0,西,9
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,4,8,ラヴァリーフリッグ,牝,3,53.0,110.1,15.0,-1.0,地,10
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,2,3,オメガスターライト,牝,3,53.0,25.8,8.0,0.0,東,11
2002/02/16,デイリー杯クイーンC(G3),晴,16,良,True,2,4,ブルーリッジリバー,牝,3,53.0,7.5,3.0,0.0,東,12
